"i","j","x"
105,801,0.099938521927459
4,802,0.719674729964227
5,803,0.434404112527022
68,804,0.0894762229509695
31,805,0.0804641665943299
31,806,0.0665776647535474
40,806,0.111076497400808
74,806,0.101062155726113
94,807,0.187667568773848
8,808,0.0513256516719715
17,808,0.0756125715861695
18,808,0.0416037253780997
25,808,0.073484844400478
31,808,0.0414798273014472
34,808,0.0854636505552909
46,808,0.0762783697983532
52,808,0.0929218245567969
60,808,0.0961863109129824
74,808,0.0629646711363177
86,808,0.201501635442884
94,808,0.0483719565633967
105,808,0.0748728097841517
101,809,0.154569308710746
101,810,0.618277234842984
8,811,0.199126951840128
21,812,0.181467539865205
54,812,0.112040485935884
47,813,0.605327963524099
37,814,0.673725537364424
101,815,0.154569308710746
49,816,0.126592407347507
13,817,0.121702979561695
34,817,0.149049152436911
80,818,0.151268135173035
97,819,0.149153809634559
8,820,0.159488217708906
25,820,0.152230141982443
38,820,0.0880175944625299
52,820,0.0962477546285509
54,820,0.0665426037607921
55,820,0.0839084450337283
62,820,0.0767274733218263
68,820,0.0477765673067769
71,820,0.111561802758454
77,820,0.0855634980587736
94,820,0.0501033231797016
102,820,0.0822437867046663
93,821,0.42122824060291
40,822,0.536977547930415
6,823,0.49866474776515
7,823,0.26971490086979
33,823,0.104416712517835
52,823,0.0654740720754925
76,823,0.12856835143063
6,824,0.228808087849203
68,825,0.0894762229509695
68,826,0.268428668852909
18,827,0.0725571627883134
53,827,0.240806899666247
18,828,0.161409017710706
3,829,0.107171658743291
43,829,0.127620658079819
64,829,0.097440606311335
66,829,0.192917353592945
95,829,0.0788376168048108
103,829,0.118863459901239
111,829,0.202590671333171
56,830,0.292885972166564
8,831,0.398253903680256
76,832,0.176977491073549
70,833,0.299783379852716
42,834,0.323141295378786
91,835,0.556871418004377
16,836,0.165556323292508
95,837,0.120392164108897
9,838,0.552942391852463
9,839,0.184314130617488
52,840,0.0810281277659775
72,840,0.108081037195259
42,841,0.323141295378786
10,842,0.584919686842845
11,843,0.200992145346803
31,843,0.0665776647535474
68,843,0.0740344208755292
6,844,0.228808087849203
11,845,0.242914279544106
11,846,0.242914279544106
52,847,0.0901266670790398
53,848,0.133923391018226
31,849,0.16092833318866
22,850,0.0910019128035324
38,850,0.10794374001232
43,850,0.127620658079819
69,850,0.093756189974054
74,850,0.0799830172985468
79,850,0.131146785558052
104,850,0.0909921026145652
77,851,0.160243798588806
12,852,0.522631198754041
31,853,0.0804641665943299
13,854,0.608514897808473
94,854,0.168722002410252
14,855,0.539687798608183
94,856,0.093833784386924
12,857,0.13065779968851
3,858,0.270832464969713
10,858,0.483974276583349
45,858,0.253173968731483
15,859,0.613647994562635
16,860,0.662225293170032
17,861,0.485451244107948
18,861,0.400659172555205
55,861,0.390072800422212
110,862,0.307478950549873
50,863,0.136899129519905
19,864,0.668512159298481
11,865,0.109195701544242
97,865,0.134096315059031
110,866,0.307478950549873
9,867,0.0984160503943249
26,867,0.119456743553538
27,867,0.107076731939559
28,867,0.0990281446247071
51,867,0.0908186000273352
56,867,0.0781944403827509
58,867,0.0928241091483929
66,867,0.0786526453103735
70,867,0.0800359042470688
98,867,0.0899259747637936
105,867,0.0775527155092659
111,867,0.082596468999775
3,868,0.327321612452844
24,869,0.277840770989419
109,869,0.680476415324785
31,870,0.32185666637732
53,871,0.267846782036452
53,872,0.267846782036452
97,873,0.149153809634559
90,874,0.111418403821822
20,875,0.621473557720149
64,876,0.148800609929001
31,877,0.0804641665943299
1,878,0.117979890178649
11,878,0.0533771132312069
12,878,0.0574205533046705
23,878,0.0554844495483342
31,878,0.0353618152001675
34,878,0.072858302791498
48,878,0.0780765885859392
52,878,0.0396082216562796
59,878,0.0694962192568795
72,878,0.105664484570947
74,878,0.107355560990202
77,878,0.0704227960408593
78,878,0.0803556968362915
83,878,0.068748868005819
94,878,0.0824747979992522
104,878,0.061066139736905
108,878,0.13349459162624
111,878,0.0679807911321114
27,879,0.165925772512859
32,879,0.14857016327486
54,879,0.10311421290163
21,880,0.807377141839922
103,881,0.181515242988777
11,882,0.607285698860264
99,883,0.139187326187532
99,884,0.278374652375064
5,885,0.144801370842341
10,886,0.146229921710711
73,887,0.169354916468151
31,888,0.199732994260642
41,888,0.524700262729314
63,888,0.664233878190804
108,889,0.303760737373147
22,890,0.574925139970422
53,890,0.221621797807771
102,890,0.509778869644897
51,891,0.170085583000605
41,892,0.317070067781933
10,893,0.146229921710711
45,894,0.764949945029136
68,895,0.0894762229509695
23,896,0.631261427981036
8,897,0.15369847066821
18,897,0.0622927206612174
31,897,0.0621072096712945
60,897,0.144018521002195
25,898,0.285097462871653
10,899,0.131467601805282
67,899,0.12230947538541
24,900,0.772597842204536
25,901,0.570194925743306
4,902,0.323510775774868
89,902,0.180759223595692
32,903,0.179558331055133
49,904,0.126592407347507
40,905,0.134244386982604
9,906,0.36208885126917
23,906,0.082675059346572
26,906,0.439501025252997
27,906,0.393952924449889
28,906,0.364340846709544
48,906,0.116338661507262
49,906,0.0828977847082631
26,907,0.22371925866003
27,908,0.200533903542422
28,909,0.185460464121798
18,910,0.0725571627883134
31,910,0.144682167502554
14,911,0.539687798608183
29,912,0.712232903364129
49,913,0.126592407347507
49,914,0.20949019205577
76,914,0.146434724528036
94,914,0.232919863731348
52,915,0.0901266670790398
86,916,0.0977201583162114
82,917,0.168541668352517
48,918,0.177659647717016
75,919,0.178458893824718
77,920,0.14406673858662
103,920,0.489572313402043
68,921,0.0894762229509695
46,922,0.147967719595217
31,923,0.0804641665943299
56,924,0.439328958249846
82,925,0.168541668352517
52,926,0.270380001237119
105,927,0.290482320289089
49,928,0.0919652381643253
52,928,0.130948144150985
55,928,0.114160119352044
73,928,0.123030800611437
74,928,0.177463300396953
1,929,0.26845775547378
56,930,0.292885972166564
70,931,0.299783379852716
29,932,0.103482775876986
31,932,0.0584545819104944
68,932,0.0650015457178384
78,932,0.132831378595904
87,932,0.110769607670374
78,933,0.164386872162005
87,933,0.137084095098796
83,934,0.14064231686248
111,934,0.139071031193637
98,935,0.168413869405539
53,936,0.133923391018226
32,937,0.179558331055133
26,938,0.461814791652848
48,938,0.36673576377361
49,938,0.174213123400527
57,938,0.101820702409236
77,938,0.441046556308665
80,938,0.10408560375634
8,939,0.0895122643401508
52,939,0.0810281277659775
50,940,0.136899129519905
77,941,0.160243798588806
9,942,0.184314130617488
72,943,0.108081037195259
89,943,0.180759223595692
46,944,0.114210617899211
51,944,0.131282549892554
81,944,0.134124212001139
94,944,0.0724267057975145
1,945,0.0975128838155106
24,945,0.112253406112327
51,945,0.123561605918673
67,945,0.0988311050457525
99,945,0.101115034230717
94,946,0.093833784386924
21,947,0.167010008784716
52,947,0.0745726113885547
73,947,0.560510613865034
41,948,0.262350131364657
78,948,0.151290159023821
87,948,0.126162596041699
110,949,0.307478950549873
30,950,0.729864754529446
50,951,0.136899129519905
5,952,0.144801370842341
34,953,0.165785680978488
31,954,0.482784999565979
44,955,0.326011449260136
91,956,0.139217854501094
32,957,0.5386749931654
33,958,0.718660836898308
96,959,0.387921620676476
68,960,0.0894762229509695
67,961,0.136043441612153
21,962,0.20184428545998
74,963,0.122141294153679
68,964,0.178952445901939
34,965,0.663142723913953
42,966,0.14525963855655
64,966,0.535115087409528
35,967,0.786270507667718
6,968,0.166221582588383
28,968,0.134730953541373
37,968,0.122359884765884
59,968,0.229760402175378
94,968,0.0681671713953181
7,969,0.179809933913193
8,969,0.21698881395758
12,969,0.0949186125625663
38,969,0.119750748388714
90,969,0.0809418215362239
7,970,0.0851551380465277
56,970,0.201530964930899
67,970,0.0936096934168823
77,970,0.110261639077166
88,970,0.0950496949785529
95,970,0.0828402563069392
62,971,0.143695641951959
1,972,0.0200072970802459
4,972,0.0536350536721459
5,972,0.0431663304188285
6,972,0.0682093371433125
7,972,0.0184463356277461
8,972,0.0148402942396587
12,972,0.0194750150511081
16,972,0.0246767655326683
18,972,0.0120292973584225
21,972,0.0601712336605183
22,972,0.0207137016435103
25,972,0.0424948024051749
26,972,0.0333461602752673
27,972,0.0298902996916881
28,972,0.0276435493232565
29,972,0.0212321752639013
31,972,0.011993473479848
36,972,0.0266408380918087
37,972,0.050210607448496
39,972,0.0580165787544898
40,972,0.04001921757822
41,972,0.0236302170901016
42,972,0.0240826862465901
43,972,0.0580975971509731
45,972,0.0228037082031112
46,972,0.066165362643446
49,972,0.0188690536984873
51,972,0.0507037359699936
52,972,0.0268674078708652
54,972,0.0185752621755213
55,972,0.0234229091913019
56,972,0.0218278538663615
57,972,0.0220564359776785
58,972,0.0259117026715528
60,972,0.027811301157925
64,972,0.0221792661815059
65,972,0.0249235628991938
67,972,0.0202777643532765
69,972,0.0213406255596799
74,972,0.0546167977956671
75,972,0.0531998801682882
79,972,0.0298514097546471
81,972,0.0518012381543095
82,972,0.0251217419528669
83,972,0.0233171775976437
84,972,0.0228868573848194
86,972,0.0145655411199477
87,972,0.0227272577879697
89,972,0.0299681846333217
90,972,0.0332146277768864
91,972,0.0207509220135
92,972,0.0238101281685706
94,972,0.0419587893166964
98,972,0.0502053861201926
99,972,0.0207463716585459
101,972,0.0230391114863223
102,972,0.0459164449241756
105,972,0.0432974347738713
109,972,0.0282041525287344
111,972,0.0230566731647363
5,973,0.144801370842341
77,974,0.14406673858662
94,974,0.084361001205126
59,975,0.47440624857418
17,976,0.0879003592824298
25,976,0.0854268554701155
53,976,0.240773538705229
61,976,0.232182733557259
63,976,0.240544842552923
79,976,0.120019951728444
93,976,0.126217201891114
97,976,0.446925791977486
100,976,0.43212124940628
53,977,0.120403449833123
100,977,0.162067921129862
64,978,0.148800609929001
58,979,0.156291724515886
103,979,0.163190771134014
86,980,0.0977201583162114
42,981,0.323141295378786
8,982,0.099563475920064
103,983,0.181515242988777
54,984,0.124621361170796
12,985,0.522631198754041
46,986,0.147967719595217
36,987,0.53619983519379
40,988,0.24138408071281
99,988,0.125135976012931
80,989,0.135997193516239
90,989,0.100170404087377
52,990,0.0901266670790398
52,991,0.0901266670790398
8,992,0.199126951840128
8,993,0.298690427760192
18,994,0.0807045088553531
106,995,0.147750688913654
31,996,0.24139249978299
30,997,0.150976182937051
48,997,0.146999154612139
73,997,0.280255306932517
94,998,0.187667568773848
6,999,0.228808087849203
34,1000,0.165785680978488
60,1001,0.186585910523456
47,1002,0.302663981762049
29,1003,0.11786315691478
59,1003,0.130844413985333
65,1003,0.138354632455277
45,1004,0.152989989005827
51,1005,0.170085583000605
93,1006,0.210614120301455
11,1007,0.121457139772053
84,1008,0.614191346160749
46,1009,0.147967719595217
68,1010,0.0894762229509695
97,1011,0.447461428903676
34,1012,0.165785680978488
68,1013,0.0894762229509695
5,1014,0.144801370842341
22,1015,0.49975568059075
72,1015,0.108081037195259
52,1016,0.0810281277659775
68,1016,0.160886695586558
72,1017,0.120217311264898
37,1018,0.505294153023318
105,1019,0.130578658486839
106,1019,0.132834843302344
45,1020,0.137545221385011
98,1020,0.15141201788575
18,1021,0.0725571627883134
54,1021,0.112040485935884
66,1022,0.294602229678241
78,1023,0.182845652589921
53,1024,0.267846782036452
76,1025,0.318222235952286
87,1025,0.548336380395184
17,1026,0.131868807794522
106,1026,0.132834843302344
74,1027,0.122141294153679
25,1028,0.117947678504219
77,1028,0.132588931854199
109,1028,0.156565703411202
111,1029,0.154687129942431
7,1030,0.0596827769084117
23,1030,0.0608864462217544
33,1030,0.0693162966370953
40,1030,0.0647407182372169
46,1030,0.14271786936997
52,1030,0.0869290000151692
54,1030,0.180299749089899
65,1030,0.08063972565033
71,1030,0.100760334525302
78,1030,0.0881791718916199
84,1030,0.148100005442622
86,1030,0.0471265382325884
89,1030,0.193923011476635
92,1030,0.0770372282236915
101,1030,0.149085236087533
76,1031,0.176977491073549
8,1032,0.0895122643401508
31,1032,0.0723410837512768
38,1033,0.592795201699033
104,1033,0.49970180592468
39,1034,0.699877677587407
92,1034,0.143615648866472
24,1035,0.112253406112327
29,1035,0.103482775876986
31,1035,0.175363745731483
76,1035,0.12856835143063
87,1035,0.221539215340747
90,1036,0.111418403821822
86,1037,0.0977201583162114
52,1038,0.0901266670790398
62,1039,0.143695641951959
37,1040,0.336862768682212
97,1041,0.149153809634559
99,1042,0.139187326187532
40,1043,0.536977547930415
31,1044,0.0804641665943299
8,1045,0.099563475920064
80,1046,0.151268135173035
80,1047,0.151268135173035
74,1048,0.366423882461036
90,1049,0.111418403821822
41,1050,0.634140135563866
98,1051,0.168413869405539
41,1052,0.158535033890967
5,1053,0.144801370842341
103,1054,0.181515242988777
68,1055,0.0894762229509695
27,1056,0.360578889340166
31,1056,0.0723410837512768
31,1057,0.0723410837512768
50,1057,0.123078779203738
23,1058,0.252504571192414
51,1059,0.170085583000605
31,1060,0.0804641665943299
34,1061,0.165785680978488
60,1062,0.186585910523456
12,1063,0.171119933272156
29,1063,0.0932797331567352
45,1063,0.100183979725656
48,1063,0.116338661507262
57,1063,0.193801947922356
78,1063,0.11973466545772
89,1063,0.131659814929126
52,1064,0.0901266670790398
9,1065,0.184314130617488
68,1066,0.0894762229509695
13,1067,0.208972055084149
17,1067,0.113213726835457
19,1067,0.128999735542797
24,1067,0.119267739189554
103,1068,0.181515242988777
2,1069,0.295867724152534
42,1069,0.401060380210385
71,1069,0.345751648753576
74,1070,0.488565176614715
50,1071,0.136899129519905
38,1072,0.164839844084408
42,1073,0.484711943068178
40,1074,0.134244386982604
46,1075,0.147967719595217
93,1076,0.210614120301455
29,1077,0.284893161345652
62,1078,0.129189164681819
82,1078,0.151526915171312
14,1079,0.134921949652046
4,1080,0.130705030674397
10,1080,0.212462498480815
43,1080,0.424739850032273
45,1080,0.111142216744925
86,1080,0.0709904947801197
92,1081,0.638968226446601
44,1082,0.652022898520272
21,1083,0.167010008784716
95,1083,0.398459561827416
96,1083,0.160487063404638
18,1084,0.145114325576627
33,1084,0.129222002765357
40,1085,0.134244386982604
60,1086,0.186585910523456
45,1087,0.275090442770021
46,1087,0.399089892387354
33,1088,0.129222002765357
75,1088,0.160442968973022
52,1089,0.0901266670790398
30,1090,0.364932377264723
67,1091,0.544173766448611
46,1092,0.147967719595217
1,1093,0.26845775547378
39,1094,0.524908258190555
64,1094,0.133778771852382
47,1095,0.605327963524099
31,1096,0.0804641665943299
2,1097,0.0675102540685862
3,1097,0.0617977799792063
4,1097,0.0339683501844316
7,1097,0.0700950082443833
8,1097,0.0375948397221069
10,1097,0.0276079677737655
11,1097,0.0458618148938659
12,1097,0.0246679768476364
13,1097,0.0255574140820413
15,1097,0.0289639320395672
17,1097,0.0830766610015802
19,1097,0.0315534979680752
20,1097,0.0586665907806764
22,1097,0.0262369559782131
23,1097,0.0238362230611043
24,1097,0.0291730393891078
25,1097,0.0269129651280063
26,1097,0.0422378266445068
27,1097,0.0378604698804339
28,1097,0.0350146294060906
37,1097,0.0317995672607911
40,1097,0.0253451186068245
43,1097,0.0367945846938374
44,1097,0.0307752116658391
45,1097,0.0288842573173055
47,1097,0.0285712300089201
50,1097,0.0516926592290618
54,1097,0.0235283072224616
55,1097,0.0296685666285249
56,1097,0.0276481939755091
58,1097,0.0656419807540364
60,1097,0.0352271118284606
65,1097,0.0315693657203588
68,1097,0.0168929631558962
70,1097,0.0282993035668091
72,1097,0.0226968298719053
75,1097,0.0336927444945337
76,1097,0.0334130581011077
78,1097,0.0345209573062769
85,1097,0.0262415488483328
89,1097,0.0759182452758525
90,1097,0.0210356106748291
92,1097,0.0301590365327155
94,1097,0.0531469906802577
98,1097,0.0317962604698755
99,1097,0.0262783373672593
101,1097,0.058364860539851
105,1097,0.0274212912226513
107,1097,0.0287506704134125
110,1097,0.0580515181748219
111,1097,0.0584093494478581
48,1098,0.710638590868062
86,1099,0.0977201583162114
23,1100,0.0974493057578793
46,1100,0.114210617899211
71,1100,0.161267823246909
86,1100,0.150852898092024
41,1101,0.158535033890967
33,1102,0.143732167379662
92,1103,0.15974205661165
1,1104,0.0426290779750357
8,1104,0.0316198663806271
9,1104,0.117070805902066
18,1104,0.025630541348006
20,1104,0.0986853395414854
21,1104,0.12820543431131
33,1104,0.0456471802048342
36,1104,0.05676300800558
38,1104,0.0523506616857883
39,1104,0.0618072808548398
40,1104,0.042634003478817
41,1104,0.0503483485480679
45,1104,0.0485873254748734
46,1104,0.0939846561002602
49,1104,0.0402038495355849
50,1104,0.043477109884341
52,1104,0.0286228774561718
64,1104,0.0472568415257854
65,1104,0.0531040500865289
81,1104,0.0551858407366718
82,1104,0.0535263055415344
84,1104,0.0487644894834039
90,1104,0.0707696272881692
93,1104,0.0668878851432635
94,1104,0.119200809207795
97,1104,0.0947380249077025
99,1104,0.0884076136405684
102,1104,0.0978330907547587
103,1104,0.0576465182268267
104,1104,0.0882588796628682
99,1105,0.139187326187532
22,1106,0.138968143184636
70,1107,0.449675069779074
51,1108,0.340171166001209
49,1109,0.227625098967894
58,1109,0.156291724515886
51,1110,0.680342332002419
49,1111,0.506369629390027
50,1112,0.54759651807962
51,1113,0.170085583000605
98,1114,0.505241608216616
52,1115,0.0901266670790398
91,1116,0.139217854501094
83,1117,0.14064231686248
104,1117,0.12492545148117
74,1118,0.122141294153679
74,1119,0.244282588307358
52,1120,0.450633335395199
14,1121,0.269843899304091
40,1122,0.0923717877132584
42,1122,0.111174626399778
53,1122,0.0921509146343551
72,1122,0.165439884753749
97,1122,0.102630764308772
100,1122,0.124038864216137
8,1123,0.0685083113595957
44,1123,0.112162083868175
58,1123,0.119618045694546
72,1123,0.0827199423768747
86,1123,0.0672399488885952
95,1123,0.0828402563069392
34,1124,0.165785680978488
2,1125,0.715157250835425
29,1126,0.128066199635032
44,1126,0.146549840463174
53,1127,0.481613799332493
84,1127,0.276093505298638
7,1128,0.123756393466815
52,1129,0.0901266670790398
42,1130,0.323141295378786
98,1131,0.168413869405539
78,1132,0.32877374432401
86,1132,0.087855034807994
29,1133,0.206965551753973
54,1133,0.271600013000156
65,1133,0.364422313045565
75,1133,0.388933626044725
78,1133,0.398494135787713
54,1134,0.498485444683182
8,1135,0.0823808162324399
31,1135,0.133155329507095
68,1135,0.0740344208755292
11,1136,0.218391403088484
18,1136,0.145114325576627
8,1137,0.099563475920064
7,1138,0.111262839142731
68,1138,0.0804433477932788
106,1139,0.147750688913654
105,1140,0.145241160144545
45,1141,0.152989989005827
23,1142,0.505009142384829
14,1143,0.208282175059275
43,1143,0.601707195787222
65,1143,0.129064607458117
86,1143,0.301705796184047
49,1144,0.126592407347507
31,1145,0.0804641665943299
18,1146,0.0807045088553531
86,1147,0.293160474948634
85,1148,0.555969880159872
76,1149,0.176977491073549
94,1150,0.093833784386924
18,1151,0.0807045088553531
90,1152,0.111418403821822
55,1153,0.628576824040023
105,1154,0.435723480433634
19,1155,0.501384119473861
62,1156,0.143695641951959
79,1157,0.200272991107157
26,1158,0.201134173290987
87,1158,0.137084095098796
28,1159,0.333475422301362
66,1159,0.264861309978053
19,1160,0.150255996400161
25,1160,0.512632151970319
105,1161,0.290482320289089
70,1162,0.299783379852716
106,1163,0.591002755654616
34,1164,0.165785680978488
64,1165,0.148800609929001
6,1166,0.106891317409159
8,1166,0.0465126526206742
31,1166,0.112770324497879
34,1166,0.0774494031830038
40,1166,0.062714388788619
46,1166,0.0691254606873235
49,1166,0.0591396454669465
50,1166,0.0639545937562916
56,1166,0.0684131573097608
68,1166,0.0836004656822102
72,1166,0.056161418493916
86,1166,0.0913030352907409
90,1166,0.104101739410447
94,1166,0.0876718731832203
98,1166,0.0786772029780534
105,1166,0.0678517053126058
56,1167,0.292885972166564
56,1168,0.146442986083282
7,1169,0.123756393466815
49,1170,0.126592407347507
41,1171,0.158535033890967
18,1172,0.161409017710706
31,1173,0.0804641665943299
1,1174,0.0289329278004736
6,1174,0.0246597006453478
7,1174,0.0400133882223276
8,1174,0.0321912420292222
10,1174,0.0315197432807124
11,1174,0.0392699847654807
12,1174,0.0281631847683806
14,1174,0.0145411594501803
15,1174,0.016533917124365
16,1174,0.0356855337651203
17,1174,0.015807966796919
18,1174,0.00869789633666465
19,1174,0.0180121580065609
20,1174,0.0167447663634145
25,1174,0.0153631328229021
26,1174,0.0241112541038819
29,1174,0.0153521235650565
30,1174,0.0589956626778471
35,1174,0.0211849977940138
36,1174,0.0192629079770963
37,1174,0.018152625443339
38,1174,0.0177655486209312
40,1174,0.0289362708060476
41,1174,0.0170860502104621
44,1174,0.0175678771263744
47,1174,0.0163097451155225
48,1174,0.0191471978575639
49,1174,0.0272868926838009
50,1174,0.0442627476716791
51,1174,0.0183309060458064
52,1174,0.048566828454875
53,1174,0.028867080381318
57,1174,0.0159481130089287
58,1174,0.0187356997693504
59,1174,0.0511289447155899
60,1174,0.0402184445611072
62,1174,0.0309734812950472
66,1174,0.0476259571609111
67,1174,0.0293240556000759
68,1174,0.0289297930014801
72,1174,0.0259127457953738
73,1174,0.0182521587509391
74,1174,0.0263274587762836
76,1174,0.0190736786966844
77,1174,0.0172702116460046
78,1174,0.0197061174696864
82,1174,0.0181645112587965
83,1174,0.0505791122037326
84,1174,0.0165485569999487
85,1174,0.0299597163313737
86,1174,0.0737222583179553
87,1174,0.0164331570137808
88,1174,0.0148875743450446
89,1174,0.0216687771174061
92,1174,0.0172161366040157
94,1174,0.0303386963522896
95,1174,0.0519008703735616
96,1174,0.0627121475228047
97,1174,0.0321499849963823
98,1174,0.0544522133343778
99,1174,0.0150008587094745
100,1174,0.038856259625227
101,1174,0.0666345830271073
102,1174,0.0664006327550001
103,1174,0.0391254662083519
104,1174,0.0299512435447451
105,1174,0.0156533082559038
106,1174,0.0318475434413479
107,1174,0.0164121777815219
108,1174,0.0163688463153642
109,1174,0.0203932771506932
16,1175,0.136984621310615
20,1175,0.128554920563864
86,1175,0.080855618288337
17,1176,0.131868807794522
106,1176,0.132834843302344
108,1177,0.607521474746294
65,1178,0.138354632455277
75,1178,0.147660466866604
87,1178,0.126162596041699
88,1179,0.138136203175895
67,1180,0.136043441612153
44,1181,0.326011449260136
8,1182,0.0823808162324399
31,1182,0.0665776647535474
92,1182,0.264347560964661
25,1183,0.12815803799258
99,1183,0.125135976012931
57,1184,0.739882712863424
94,1185,0.093833784386924
13,1186,0.135368843189409
60,1187,0.61753969372207
76,1187,0.146434724528036
94,1187,0.465839727462697
19,1188,0.16712803982462
23,1189,0.126252285596207
53,1190,0.133923391018226
51,1191,0.170085583000605
80,1192,0.151268135173035
60,1193,0.186585910523456
31,1194,0.0804641665943299
18,1195,0.0725571627883134
58,1195,0.468875173547657
58,1196,0.173841511719672
10,1197,0.112869278242721
26,1197,0.17268033080062
31,1197,0.0621072096712945
51,1197,0.131282549892554
53,1198,0.133923391018226
84,1199,0.153547836540187
90,1200,0.111418403821822
79,1201,0.200272991107157
46,1202,0.59187087838087
106,1203,0.147750688913654
11,1204,0.100496072673402
31,1204,0.0665776647535474
68,1204,0.0740344208755292
51,1205,0.170085583000605
53,1206,0.240806899666247
100,1206,0.162067921129862
25,1207,0.103556985060972
58,1207,0.126290165130198
62,1207,0.10439017799078
103,1207,0.131864879590245
105,1207,0.105512946343532
9,1208,0.0984160503943249
26,1208,0.119456743553538
27,1208,0.107076731939559
28,1208,0.0990281446247071
51,1208,0.0908186000273352
56,1208,0.0781944403827509
58,1208,0.0928241091483929
66,1208,0.0786526453103735
70,1208,0.0800359042470688
98,1208,0.0899259747637936
105,1208,0.0775527155092659
111,1208,0.082596468999775
103,1209,0.181515242988777
111,1210,0.154687129942431
54,1211,0.124621361170796
6,1212,0.189320399508095
25,1212,0.117947678504219
104,1212,0.229945264754264
93,1213,0.189352035331994
94,1213,0.084361001205126
97,1214,0.134096315059031
98,1214,0.15141201788575
59,1215,0.632541664765574
8,1216,0.099563475920064
15,1217,0.137924627965969
45,1217,0.137545221385011
60,1218,0.503248621763642
61,1218,0.696644712595367
53,1219,0.133923391018226
50,1220,0.136899129519905
9,1221,0.0950151928593831
26,1221,0.115328805429767
27,1221,0.103376596553364
28,1221,0.0956061356082015
51,1221,0.0876802794081038
56,1221,0.0754923592618287
58,1221,0.0896164863088588
66,1221,0.0759347304949024
70,1221,0.0772701896412302
72,1221,0.0619728448198913
98,1221,0.0868184996351222
105,1221,0.0748728097841517
111,1221,0.0797422717135398
70,1222,0.149891689926358
59,1223,0.158135416191393
62,1224,0.574782567807838
3,1225,0.147138789738753
52,1225,0.0810281277659775
40,1226,0.134244386982604
63,1227,0.401388555983371
63,1228,0.401388555983371
38,1229,0.164839844084408
8,1230,0.179024528680302
25,1230,0.12815803799258
35,1231,0.571199774254635
46,1231,0.107493702492374
54,1231,0.0905333376667186
68,1231,0.260006182871354
83,1231,0.454579190955206
33,1232,0.287464334759323
11,1233,0.121457139772053
68,1234,0.178952445901939
17,1235,0.527475231178087
18,1235,0.0725571627883134
30,1236,0.281677330791135
49,1236,0.293135498149044
54,1236,0.0961904576328778
62,1236,0.332739494161013
42,1237,0.374130591945226
64,1237,0.344560482183439
71,1237,0.322535646493818
107,1237,0.470163895459174
72,1238,0.540405185976295
89,1238,0.542277670787076
103,1239,0.181515242988777
5,1240,0.520733068582786
52,1240,0.162056255531955
52,1241,0.0810281277659775
89,1241,0.180759223595692
101,1242,0.154569308710746
66,1243,0.441903344517361
65,1244,0.501636257573249
52,1245,0.0810281277659775
96,1245,0.174379923623452
105,1246,0.290482320289089
105,1247,0.145241160144545
39,1248,0.194616499797917
109,1249,0.189221548831301
66,1250,0.14730111483912
90,1251,0.200340808174753
106,1251,0.398504529907031
13,1252,0.270737686378818
86,1253,0.0977201583162114
97,1254,0.447461428903676
55,1255,0.157144206010006
56,1256,0.146442986083282
24,1257,0.154519568440907
91,1258,0.139217854501094
38,1259,0.148198800424758
104,1259,0.24985090296234
67,1260,0.544173766448611
56,1261,0.131659156733058
77,1261,0.14406673858662
23,1262,0.126252285596207
83,1263,0.312869706324669
45,1264,0.126586984365742
63,1264,0.332116939095402
86,1264,0.080855618288337
36,1265,0.35746655679586
104,1266,0.277906324279398
68,1267,0.357904891803878
17,1268,0.485451244107948
18,1268,0.534212230073607
55,1268,0.390072800422212
12,1269,0.13065779968851
31,1270,0.0804641665943299
18,1271,0.0807045088553531
7,1272,0.123756393466815
7,1273,0.111262839142731
77,1273,0.14406673858662
62,1274,0.574782567807838
5,1275,0.130183267145696
67,1275,0.12230947538541
10,1276,0.108544564419716
12,1276,0.0484927906317444
14,1276,0.0500754020938772
21,1276,0.0749131907804936
23,1276,0.0937154255894677
24,1276,0.0573489305558185
29,1276,0.105736239692435
31,1276,0.0298637509074766
32,1276,0.0666419040792077
33,1276,0.266726284860348
46,1276,0.0549172545664607
52,1276,0.033449924975165
54,1276,0.0462524058257949
59,1276,0.117381857755368
65,1276,0.124119351312024
67,1276,0.05049163652417
72,1276,0.089235742824048
75,1276,0.0662338551180711
89,1276,0.074620784591098
90,1276,0.04135221427221
91,1276,0.0516697991747667
92,1276,0.0592872229964103
93,1276,0.0781680578137396
94,1276,0.0696515947965943
76,1277,0.530932473220647
8,1278,0.199126951840128
36,1279,0.71493311359172
8,1280,0.099563475920064
80,1281,0.151268135173035
16,1282,0.14884294905132
69,1282,0.514881358936229
34,1283,0.165785680978488
52,1284,0.0810281277659775
67,1284,0.12230947538541
11,1285,0.109195701544242
54,1285,0.112040485935884
54,1286,0.124621361170796
80,1287,0.151268135173035
89,1288,0.201056433310743
35,1289,0.176723574771846
47,1289,0.13605460281177
74,1290,0.122141294153679
1,1291,0.482712387249831
83,1291,0.14064231686248
7,1292,0.123756393466815
1,1293,0.0975128838155106
11,1293,0.0882346344455909
30,1293,0.132555710457799
59,1293,0.114880201087689
106,1293,0.107336036809754
72,1294,0.120217311264898
67,1295,0.136043441612153
70,1296,0.449675069779074
70,1297,0.149891689926358
10,1298,0.112869278242721
11,1298,0.0937481162755268
